Inning,Outs,Innings Completed,Away Score,Home Score,Lead,Runs Allowed,1b,2b,3b,Total Runners,Lineup Spot,Batters Faced,BPI,RPI
6,1,5.1,4,5,1,4,0,1,0,1,5,23,4.509803922,0.784313725
6,0,5,1,4,-3,4,1,0,0,1,6,23,4.6,0.8
6,0,5,4,2,-2,4,1,0,0,1,5,23,4.6,0.8
5,1,4.1,3,2,-1,3,1,0,0,1,5,23,5.609756098,0.731707317
5,1,4.1,0,3,-3,3,1,0,0,1,5,23,5.609756098,0.731707317
5,2,4.2,3,2,-1,3,1,1,0,2,5,23,5.476190476,0.714285714
5,2,4.2,3,2,-1,3,1,1,0,2,5,23,5.476190476,0.714285714
5,2,4.2,1,3,-2,3,1,1,0,2,5,23,5.476190476,0.714285714
5,2,4.2,3,2,-1,3,1,1,0,2,5,23,5.476190476,0.714285714
5,0,4,3,2,-1,3,0,0,0,0,5,23,5.75,0.75
5,0,4,2,3,-1,3,0,0,0,0,5,23,5.75,0.75
5,0,4,0,3,-3,3,0,0,0,0,5,23,5.75,0.75
5,1,4.1,3,2,-1,3,0,1,1,2,5,23,5.609756098,0.731707317
5,2,4.2,2,3,-1,3,1,1,1,3,5,23,5.476190476,0.714285714
5,2,4.2,4,3,1,3,1,1,1,3,5,23,5.476190476,0.714285714
5,0,4,0,3,-3,3,1,0,0,1,5,23,5.75,0.75
6,1,5.1,1,5,-4,5,0,1,0,1,6,23,4.509803922,0.980392157
6,0,5,0,5,-5,5,0,0,0,0,5,23,4.6,1
6,0,5,1,5,-4,5,0,0,0,0,5,23,4.6,1
6,0,5,0,5,-5,5,0,0,0,0,5,23,4.6,1
6,0,5,0,5,-5,5,0,0,0,0,5,23,4.6,1
5,0,4,1,3,-2,3,1,0,1,2,5,23,5.75,0.75
5,0,4,3,5,2,3,0,1,1,2,5,23,5.75,0.75
5,0,4,3,1,-2,3,1,1,0,2,5,23,5.75,0.75
5,2,4.2,3,4,-1,4,1,0,0,1,5,23,5.476190476,0.952380952
5,2,4.2,4,0,-4,4,1,0,0,1,5,23,5.476190476,0.952380952
5,1,4.1,4,3,-1,4,0,0,0,0,5,23,5.609756098,0.975609756
6,0,5,6,6,0,6,0,0,0,0,5,23,4.6,1.2
5,2,4.2,1,4,-3,4,1,1,0,2,6,23,5.476190476,0.952380952
5,2,4.2,0,4,-4,4,1,0,1,2,5,23,5.476190476,0.952380952
5,1,4.1,4,3,-1,4,1,0,0,1,5,23,5.609756098,0.975609756
5,0,4,4,4,0,4,0,0,0,0,5,23,5.75,1
5,0,4,2,4,-2,4,0,0,0,0,5,23,5.75,1
5,0,4,4,3,-1,4,0,0,0,0,5,23,5.75,1
5,0,4,4,2,-2,4,0,0,0,0,5,23,5.75,1
5,1,4.1,2,4,-2,4,1,1,0,2,6,23,5.609756098,0.975609756
5,1,4.1,4,0,-4,4,1,1,0,2,5,23,5.609756098,0.975609756
5,1,4.1,4,1,-3,4,1,1,0,2,5,23,5.609756098,0.975609756
5,1,4.1,0,4,-4,4,1,1,0,2,5,23,5.609756098,0.975609756
5,1,4.1,4,6,2,4,0,1,1,2,5,23,5.609756098,0.975609756
5,1,4.1,5,4,1,4,1,1,0,2,5,23,5.609756098,0.975609756
5,0,4,4,0,-4,4,0,0,1,1,5,23,5.75,1
5,0,4,4,1,-3,4,1,1,1,3,5,23,5.75,1
5,2,4.2,3,5,-2,5,1,0,0,1,5,23,5.476190476,1.19047619
5,2,4.2,7,5,2,5,1,0,0,1,5,23,5.476190476,1.19047619
5,2,4.2,3,5,-2,5,0,1,0,1,5,23,5.476190476,1.19047619
5,2,4.2,5,2,-3,5,1,0,0,1,5,23,5.476190476,1.19047619
5,2,4.2,1,5,-4,5,1,0,0,1,5,23,5.476190476,1.19047619
5,1,4.1,0,5,-5,5,0,0,0,0,5,23,5.609756098,1.219512195
5,1,4.1,5,1,-4,5,0,0,0,0,5,23,5.609756098,1.219512195
5,1,4.1,3,5,-2,5,0,0,0,0,5,23,5.609756098,1.219512195
5,1,4.1,3,5,-2,5,0,0,0,0,5,23,5.609756098,1.219512195
4,2,3.2,0,3,-3,3,0,1,0,1,5,23,7.1875,0.9375
5,1,4.1,5,0,-5,5,1,0,0,1,5,23,5.609756098,1.219512195
5,0,4,1,5,-4,5,0,0,0,0,5,23,5.75,1.25
5,0,4,0,5,-5,5,0,0,0,0,5,23,5.75,1.25
5,0,4,2,5,-3,5,0,0,0,0,5,23,5.75,1.25
5,0,4,1,5,-4,5,0,0,0,0,5,23,5.75,1.25
5,0,4,0,5,-5,5,0,0,0,0,5,23,5.75,1.25
5,1,4.1,5,4,-1,5,1,0,1,2,5,23,5.609756098,1.219512195
5,1,4.1,5,7,2,5,1,1,0,2,5,23,5.609756098,1.219512195
5,1,4.1,5,5,0,5,1,0,1,2,5,23,5.609756098,1.219512195
5,1,4.1,5,0,-5,5,1,0,1,2,5,23,5.609756098,1.219512195
5,1,4.1,2,5,-3,5,1,0,1,2,5,23,5.609756098,1.219512195
4,2,3.2,0,3,-3,3,1,1,1,3,5,23,7.1875,0.9375
4,2,3.2,0,3,-3,3,1,1,1,3,5,23,7.1875,0.9375
5,0,4,5,2,-3,5,0,0,1,1,5,23,5.75,1.25
5,0,4,5,1,-4,5,1,1,0,2,5,23,5.75,1.25
5,0,4,5,1,-4,5,1,1,0,2,5,23,5.75,1.25
5,0,4,0,5,-5,5,1,0,1,2,5,23,5.75,1.25
5,2,4.2,5,6,-1,6,0,0,0,0,5,23,5.476190476,1.428571429
5,2,4.2,6,0,-6,6,1,0,0,1,5,23,5.476190476,1.428571429
5,2,4.2,6,4,-2,6,1,1,0,2,5,23,5.476190476,1.428571429
5,2,4.2,1,6,-5,6,1,0,1,2,5,23,5.476190476,1.428571429
5,1,4.1,6,4,-2,6,0,1,0,1,5,23,5.609756098,1.463414634
5,1,4.1,2,6,-4,6,0,1,0,1,5,23,5.609756098,1.463414634
5,1,4.1,0,6,-6,6,1,0,1,2,6,23,5.609756098,1.463414634
5,1,4.1,6,3,-3,6,1,1,0,2,5,23,5.609756098,1.463414634
5,0,4,6,3,-3,6,0,0,0,0,5,23,5.75,1.5
5,0,4,3,6,-3,6,0,0,0,0,5,23,5.75,1.5
5,0,4,2,6,-4,6,0,0,0,0,5,23,5.75,1.5
5,0,4,6,0,-6,6,0,0,0,0,5,23,5.75,1.5
5,1,4.1,6,1,-5,6,1,1,1,3,5,23,5.609756098,1.463414634
5,0,4,1,6,-5,6,1,0,0,1,5,23,5.75,1.5
5,2,4.2,7,4,-3,7,1,0,0,1,5,23,5.476190476,1.666666667
4,2,3.2,0,4,-4,4,1,1,1,3,5,23,7.1875,1.25
5,1,4.1,7,0,-7,7,1,1,0,2,5,23,5.609756098,1.707317073
5,0,4,1,7,-6,7,0,0,0,0,5,23,5.75,1.75
5,0,4,7,3,-4,7,0,0,0,0,5,23,5.75,1.75
5,0,4,2,7,-5,7,0,0,0,0,5,23,5.75,1.75
5,0,4,7,4,-3,7,0,0,0,0,5,23,5.75,1.75
4,1,3.1,4,0,-4,4,1,1,1,3,5,23,7.419354839,1.290322581
5,0,4,1,7,-6,7,1,0,0,1,5,23,5.75,1.75
5,0,4,0,7,-7,7,1,0,0,1,5,23,5.75,1.75
5,0,4,7,1,-6,7,0,1,0,1,5,23,5.75,1.75
5,0,4,5,8,-3,8,0,0,0,0,5,23,5.75,2
4,2,3.2,5,0,-5,5,1,1,0,2,5,23,7.1875,1.5625
4,2,3.2,0,5,-5,5,0,1,1,2,5,23,7.1875,1.5625
4,1,3.1,5,0,-5,5,1,1,1,3,5,23,7.419354839,1.612903226
4,2,3.2,6,0,-6,6,1,0,0,1,5,23,7.1875,1.875
4,2,3.2,5,6,-1,6,0,1,0,1,5,23,7.1875,1.875
4,2,3.2,6,4,-2,6,1,1,0,2,5,23,7.1875,1.875
4,2,3.2,6,0,-6,6,1,0,1,2,5,23,7.1875,1.875
4,2,3.2,6,2,-4,6,1,1,0,2,5,23,7.1875,1.875
4,2,3.2,2,6,-4,6,1,1,1,3,5,23,7.1875,1.875
4,1,3.1,0,6,-6,6,1,0,1,2,5,23,7.419354839,1.935483871
4,2,3.2,2,7,-5,7,0,0,0,0,5,23,7.1875,2.1875
4,0,3,6,3,-3,6,0,1,1,2,5,23,7.666666667,2
4,2,3.2,7,0,-7,7,1,0,0,1,5,23,7.1875,2.1875
4,2,3.2,0,8,-8,8,0,0,0,0,5,23,7.1875,2.5
4,2,3.2,0,8,-8,8,0,0,1,1,5,23,7.1875,2.5
4,2,3.2,0,8,-8,8,1,0,1,2,5,23,7.1875,2.5
4,2,3.2,8,3,-5,8,0,1,1,2,5,23,7.1875,2.5
4,2,3.2,9,1,-8,9,0,0,1,1,5,23,7.1875,2.8125
4,0,3,1,8,-7,8,0,0,0,0,5,23,7.666666667,2.666666667
4,0,3,8,0,-8,8,1,0,1,2,5,23,7.666666667,2.666666667
4,0,3,2,10,-8,10,0,0,0,0,5,23,7.666666667,3.333333333
7,0,6,0,0,0,0,0,0,0,0,4,22,3.666666667,0
7,0,6,1,0,1,0,0,0,0,0,4,22,3.666666667,0
6,0,5,1,0,1,0,0,0,0,0,4,22,4.4,0
6,0,5,2,0,2,0,0,0,0,0,4,22,4.4,0
8,0,7,0,1,1,0,0,0,0,0,4,22,3.142857143,0
7,0,6,0,2,2,0,0,0,0,0,4,22,3.666666667,0
6,0,5,0,0,0,0,0,0,0,0,4,22,4.4,0
7,0,6,3,0,3,0,0,0,0,0,4,22,3.666666667,0
6,2,5.2,1,0,1,0,0,0,0,0,4,22,4.230769231,0
6,0,5,0,0,0,0,0,0,0,0,4,22,4.4,0
6,0,5,0,4,4,0,0,0,0,0,4,22,4.4,0
7,0,6,0,1,1,0,0,0,0,0,4,22,3.666666667,0
7,0,6,1,0,1,0,0,0,0,0,4,22,3.666666667,0
5,2,4.2,1,0,1,0,0,0,1,1,4,22,5.238095238,0
7,2,6.2,0,2,2,0,1,0,0,1,4,22,3.548387097,0
6,2,5.2,0,2,2,0,1,0,1,2,4,22,4.230769231,0
6,1,5.1,0,0,0,0,1,0,1,2,4,22,4.31372549,0
6,1,5.1,0,1,1,0,1,1,0,2,4,22,4.31372549,0
6,2,5.2,3,0,3,0,1,1,0,2,4,22,4.230769231,0
6,1,5.1,0,3,3,0,1,1,0,2,4,22,4.31372549,0
6,0,5,1,0,1,0,1,0,1,2,4,22,4.4,0
7,0,6,2,1,1,1,0,0,0,0,4,22,3.666666667,0.166666667
7,0,6,1,2,1,1,0,0,0,0,4,22,3.666666667,0.166666667
7,0,6,1,1,0,1,0,0,0,0,4,22,3.666666667,0.166666667
7,0,6,1,7,6,1,0,0,0,0,4,22,3.666666667,0.166666667
7,0,6,1,1,0,1,0,0,0,0,4,22,3.666666667,0.166666667
7,0,6,1,1,0,1,0,0,0,0,4,22,3.666666667,0.166666667
7,0,6,3,1,2,1,0,0,0,0,4,22,3.666666667,0.166666667
5,1,4.1,0,1,1,0,1,1,1,3,4,22,5.365853659,0
6,2,5.2,1,4,3,1,0,0,0,0,4,22,4.230769231,0.192307692
6,0,5,1,0,-1,1,0,0,0,0,4,22,4.4,0.2
6,0,5,1,1,0,1,0,0,0,0,4,22,4.4,0.2
6,0,5,1,1,0,1,0,0,0,0,4,22,4.4,0.2
6,0,5,1,1,0,1,0,0,0,0,4,22,4.4,0.2
6,0,5,1,2,1,1,0,0,0,0,4,22,4.4,0.2
6,0,5,5,1,4,1,0,0,0,0,4,22,4.4,0.2
6,0,5,1,2,1,1,0,0,0,0,4,22,4.4,0.2
6,0,5,1,2,1,1,0,0,0,0,4,22,4.4,0.2
6,0,5,1,0,-1,1,0,0,0,0,4,22,4.4,0.2
6,0,5,0,1,-1,1,0,0,0,0,4,22,4.4,0.2
6,0,5,1,0,-1,1,0,0,0,0,4,22,4.4,0.2
6,0,5,0,1,-1,1,0,0,0,0,4,22,4.4,0.2
6,0,5,2,1,1,1,0,0,0,0,4,22,4.4,0.2
6,2,5.2,0,1,-1,1,0,1,0,1,4,22,4.230769231,0.192307692
6,2,5.2,1,2,1,1,0,0,1,1,4,22,4.230769231,0.192307692
6,1,5.1,3,1,2,1,1,0,0,1,4,22,4.31372549,0.196078431
6,1,5.1,1,2,1,1,1,0,0,1,4,22,4.31372549,0.196078431
6,1,5.1,1,2,1,1,0,0,1,1,4,22,4.31372549,0.196078431
6,1,5.1,1,1,0,1,1,0,0,1,4,22,4.31372549,0.196078431
6,0,5,1,3,2,1,1,0,0,1,4,22,4.4,0.2
7,0,6,2,7,5,2,0,0,0,0,4,22,3.666666667,0.333333333
7,0,6,2,2,0,2,0,0,0,0,4,22,3.666666667,0.333333333
7,0,6,2,3,1,2,0,0,0,0,4,22,3.666666667,0.333333333
7,0,6,2,0,-2,2,0,0,0,0,4,22,3.666666667,0.333333333
6,1,5.1,1,3,2,1,1,1,0,2,4,22,4.31372549,0.196078431
5,2,4.2,3,1,2,1,1,0,0,1,4,22,5.238095238,0.238095238
5,1,4.1,1,1,0,1,0,1,0,1,4,22,5.365853659,0.243902439
6,1,5.1,2,2,0,2,0,0,0,0,4,22,4.31372549,0.392156863
5,2,4.2,1,2,1,1,0,1,1,2,4,22,5.238095238,0.238095238
6,0,5,2,0,-2,2,0,0,0,0,4,22,4.4,0.4
6,0,5,2,2,0,2,0,0,0,0,4,22,4.4,0.4
6,0,5,2,2,0,2,0,0,0,0,4,22,4.4,0.4
6,0,5,2,3,1,2,0,0,0,0,4,22,4.4,0.4
6,0,5,2,0,-2,2,0,0,0,0,4,22,4.4,0.4
6,0,5,0,2,-2,2,0,0,0,0,4,22,4.4,0.4
6,0,5,1,2,-1,2,0,0,0,0,4,22,4.4,0.4
6,0,5,2,1,-1,2,0,0,0,0,4,22,4.4,0.4
6,0,5,2,5,3,2,0,0,0,0,4,22,4.4,0.4
7,0,6,3,1,-2,3,0,0,0,0,4,22,3.666666667,0.5
5,0,4,3,1,2,1,1,1,0,2,4,22,5.5,0.25
5,0,4,4,1,3,1,1,1,0,2,4,22,5.5,0.25
6,1,5.1,1,2,-1,2,0,1,0,1,4,22,4.31372549,0.392156863
6,1,5.1,1,2,-1,2,0,0,1,1,4,22,4.31372549,0.392156863
6,1,5.1,0,2,-2,2,0,0,1,1,4,22,4.31372549,0.392156863
6,0,5,3,2,1,2,1,0,0,1,4,22,4.4,0.4
6,0,5,2,2,0,2,1,0,0,1,4,22,4.4,0.4
5,1,4.1,1,3,2,1,1,1,1,3,4,22,5.365853659,0.243902439
6,1,5.1,0,2,-2,2,1,1,0,2,5,22,4.31372549,0.392156863
6,1,5.1,2,6,4,2,1,1,0,2,4,22,4.31372549,0.392156863
6,0,5,2,3,1,2,1,1,0,2,4,22,4.4,0.4
6,0,5,0,3,-3,3,0,0,0,0,4,22,4.4,0.6
6,0,5,5,3,2,3,0,0,0,0,4,22,4.4,0.6
6,0,5,3,0,-3,3,0,0,0,0,4,22,4.4,0.6
6,0,5,3,1,-2,3,0,0,0,0,4,22,4.4,0.6
6,0,5,3,0,-3,3,0,0,0,0,4,22,4.4,0.6
6,0,5,3,0,-3,3,0,0,0,0,4,22,4.4,0.6
6,0,5,3,4,1,3,0,0,0,0,4,22,4.4,0.6
6,0,5,3,0,-3,3,0,0,0,0,4,22,4.4,0.6
6,0,5,0,3,-3,3,0,0,0,0,4,22,4.4,0.6
6,0,5,5,3,2,3,0,0,0,0,4,22,4.4,0.6
6,0,5,0,3,-3,3,0,0,0,0,4,22,4.4,0.6
5,2,4.2,1,2,-1,2,1,0,0,1,4,22,5.238095238,0.476190476
5,2,4.2,2,1,-1,2,1,0,0,1,4,22,5.238095238,0.476190476
5,2,4.2,2,0,-2,2,0,1,0,1,4,22,5.238095238,0.476190476
5,0,4,2,1,-1,2,0,0,0,0,4,22,5.5,0.5
5,0,4,2,4,2,2,0,0,0,0,4,22,5.5,0.5
5,0,4,2,0,-2,2,0,0,0,0,4,22,5.5,0.5
5,1,4.1,2,3,1,2,0,1,0,1,4,22,5.365853659,0.487804878
6,0,5,5,3,2,3,1,0,0,1,4,22,4.4,0.6
6,0,5,3,3,0,3,1,0,0,1,4,22,4.4,0.6
5,2,4.2,1,2,-1,2,1,0,1,2,4,22,5.238095238,0.476190476
5,1,4.1,1,2,-1,2,1,0,1,2,4,22,5.365853659,0.487804878
5,1,4.1,0,2,-2,2,1,0,1,2,4,22,5.365853659,0.487804878
5,2,4.2,2,2,0,2,1,1,1,3,4,22,5.238095238,0.476190476
5,0,4,3,2,1,2,0,1,1,2,4,22,5.5,0.5
6,0,5,2,4,-2,4,0,0,0,0,4,22,4.4,0.8
6,0,5,0,4,-4,4,0,0,0,0,4,22,4.4,0.8
6,0,5,4,5,1,4,0,0,0,0,4,22,4.4,0.8
6,0,5,4,0,-4,4,0,0,0,0,4,22,4.4,0.8
6,0,5,0,4,-4,4,0,0,0,0,4,22,4.4,0.8
6,0,5,6,4,2,4,0,0,0,0,4,22,4.4,0.8
6,0,5,4,0,-4,4,0,0,0,0,4,22,4.4,0.8
5,2,4.2,3,2,-1,3,1,0,0,1,4,22,5.238095238,0.714285714
5,2,4.2,1,3,-2,3,0,1,0,1,4,22,5.238095238,0.714285714
5,0,4,4,3,1,3,0,0,0,0,4,22,5.5,0.75
5,0,4,2,3,-1,3,0,0,0,0,4,22,5.5,0.75
5,0,4,3,2,-1,3,0,0,0,0,4,22,5.5,0.75
5,2,4.2,3,4,1,3,1,0,1,2,5,22,5.238095238,0.714285714
5,1,4.1,3,3,0,3,0,0,1,1,4,22,5.365853659,0.731707317
5,1,4.1,6,3,3,3,0,1,0,1,4,22,5.365853659,0.731707317
5,2,4.2,3,2,-1,3,1,1,0,2,4,22,5.238095238,0.714285714
5,2,4.2,3,1,-2,3,1,1,0,2,4,22,5.238095238,0.714285714
5,2,4.2,3,3,0,3,1,0,1,2,4,22,5.238095238,0.714285714
5,2,4.2,5,3,2,3,1,1,0,2,4,22,5.238095238,0.714285714
5,2,4.2,3,0,-3,3,1,1,0,2,4,22,5.238095238,0.714285714
5,0,4,1,3,-2,3,1,0,0,1,4,22,5.5,0.75
5,0,4,3,1,-2,3,0,1,0,1,4,22,5.5,0.75
6,0,5,1,5,-4,5,0,0,0,0,4,22,4.4,1
6,0,5,5,2,-3,5,0,0,0,0,4,22,4.4,1
6,0,5,0,5,-5,5,0,0,0,0,4,22,4.4,1
5,0,4,3,0,-3,3,1,1,1,3,4,22,5.5,0.75
5,0,4,3,3,0,3,1,1,1,3,4,22,5.5,0.75
5,2,4.2,1,4,-3,4,0,0,0,0,4,22,5.238095238,0.952380952
5,2,4.2,0,4,-4,4,0,0,0,0,4,22,5.238095238,0.952380952
4,2,3.2,0,2,-2,2,1,1,1,3,4,22,6.875,0.625
5,1,4.1,4,2,-2,4,0,0,0,0,4,22,5.365853659,0.975609756
5,2,4.2,0,4,-4,4,0,0,1,1,4,22,5.238095238,0.952380952
5,2,4.2,2,4,-2,4,1,0,0,1,4,22,5.238095238,0.952380952
6,0,5,6,1,-5,6,0,0,0,0,4,22,4.4,1.2
5,1,4.1,4,0,-4,4,0,1,0,1,4,22,5.365853659,0.975609756
5,0,4,4,2,-2,4,0,0,0,0,4,22,5.5,1
5,0,4,2,4,-2,4,0,0,0,0,4,22,5.5,1
5,0,4,4,3,-1,4,0,0,0,0,4,22,5.5,1
5,0,4,3,4,-1,4,0,0,0,0,4,22,5.5,1
5,0,4,4,4,0,4,0,0,0,0,4,22,5.5,1
5,0,4,4,1,-3,4,0,0,0,0,4,22,5.5,1
5,0,4,4,1,-3,4,0,0,0,0,4,22,5.5,1
5,0,4,2,4,-2,4,0,0,0,0,4,22,5.5,1
5,1,4.1,4,3,-1,4,1,1,0,2,4,22,5.365853659,0.975609756
5,1,4.1,0,4,-4,4,1,1,0,2,4,22,5.365853659,0.975609756
5,0,4,4,0,-4,4,0,1,0,1,4,22,5.5,1
5,0,4,0,4,-4,4,0,1,0,1,4,22,5.5,1
5,0,4,1,4,-3,4,1,0,0,1,4,22,5.5,1
5,0,4,4,4,0,4,1,1,0,2,4,22,5.5,1
5,2,4.2,1,5,-4,5,0,0,1,1,5,22,5.238095238,1.19047619
4,2,3.2,0,3,-3,3,0,0,0,0,4,22,6.875,0.9375
5,1,4.1,1,5,-4,5,0,0,0,0,4,22,5.365853659,1.219512195
5,1,4.1,5,0,-5,5,0,0,0,0,4,22,5.365853659,1.219512195
5,2,4.2,0,5,-5,5,1,1,0,2,4,22,5.238095238,1.19047619
5,1,4.1,5,2,-3,5,1,0,0,1,4,22,5.365853659,1.219512195
5,0,4,5,3,-2,5,0,0,0,0,4,22,5.5,1.25
5,0,4,5,2,-3,5,0,0,0,0,4,22,5.5,1.25
5,0,4,5,1,-4,5,0,0,0,0,4,22,5.5,1.25
5,0,4,1,5,-4,5,0,0,0,0,4,22,5.5,1.25
5,0,4,1,5,-4,5,0,0,0,0,4,22,5.5,1.25
5,0,4,1,5,-4,5,0,0,0,0,4,22,5.5,1.25
5,0,4,3,5,-2,5,0,0,0,0,4,22,5.5,1.25
5,0,4,0,5,-5,5,0,0,0,0,4,22,5.5,1.25
5,0,4,2,5,-3,5,0,0,0,0,4,22,5.5,1.25
5,1,4.1,5,1,-4,5,0,1,1,2,4,22,5.365853659,1.219512195
5,0,4,5,2,-3,5,1,0,0,1,4,22,5.5,1.25
5,0,4,0,6,-6,6,0,0,0,0,4,22,5.5,1.5
5,0,4,0,6,-6,6,0,0,0,0,4,22,5.5,1.5
5,0,4,6,2,-4,6,0,0,0,0,4,22,5.5,1.5
5,0,4,6,1,-5,6,0,0,0,0,4,22,5.5,1.5
5,0,4,1,6,-5,6,0,0,0,0,4,22,5.5,1.5
4,2,3.2,4,0,-4,4,1,0,0,1,4,22,6.875,1.25
4,2,3.2,0,4,-4,4,0,1,1,2,4,22,6.875,1.25
4,2,3.2,4,0,-4,4,1,0,1,2,4,22,6.875,1.25
4,1,3.1,0,4,-4,4,1,0,0,1,4,22,7.096774194,1.290322581
4,1,3.1,4,2,-2,4,0,1,0,1,4,22,7.096774194,1.290322581
5,1,4.1,7,0,-7,7,1,0,0,1,4,22,5.365853659,1.707317073
5,0,4,1,7,-6,7,0,0,0,0,4,22,5.5,1.75
5,0,4,5,7,-2,7,0,0,0,0,4,22,5.5,1.75
5,0,4,4,7,-3,7,0,0,0,0,4,22,5.5,1.75
4,1,3.1,4,5,1,4,1,0,1,2,4,22,7.096774194,1.290322581
4,2,3.2,3,5,-2,5,1,1,0,2,4,22,6.875,1.5625
4,2,3.2,1,5,-4,5,1,1,0,2,4,22,6.875,1.5625
4,2,3.2,5,2,-3,5,1,1,0,2,4,22,6.875,1.5625
4,1,3.1,5,1,-4,5,1,1,0,2,5,22,7.096774194,1.612903226
4,1,3.1,5,0,-5,5,1,0,1,2,4,22,7.096774194,1.612903226
4,2,3.2,1,6,-5,6,1,0,0,1,4,22,6.875,1.875
4,2,3.2,6,0,-6,6,0,0,1,1,4,22,6.875,1.875
4,2,3.2,6,0,-6,6,1,0,0,1,4,22,6.875,1.875
4,2,3.2,1,6,-5,6,0,1,0,1,4,22,6.875,1.875
4,1,3.1,6,1,-5,6,0,1,0,1,4,22,7.096774194,1.935483871
4,1,3.1,1,6,-5,6,1,1,1,3,4,22,7.096774194,1.935483871
4,2,3.2,1,7,-6,7,0,0,0,0,4,22,6.875,2.1875
4,0,3,3,6,-3,6,1,0,1,2,4,22,7.333333333,2
4,2,3.2,7,1,-6,7,1,0,1,2,4,22,6.875,2.1875
4,2,3.2,8,0,-8,8,1,0,1,2,4,22,6.875,2.5
4,0,3,0,9,-9,9,0,1,0,1,4,22,7.333333333,3
3,2,2.2,0,7,-7,7,1,1,1,3,4,22,10,3.181818182
7,0,6,0,5,5,0,0,0,0,0,3,21,3.5,0
7,0,6,0,0,0,0,0,0,0,0,3,21,3.5,0
6,0,5,1,0,1,0,0,0,0,0,3,21,4.2,0
6,0,5,0,8,8,0,0,0,0,0,3,21,4.2,0
6,0,5,0,4,4,0,0,0,0,0,3,21,4.2,0
6,0,5,4,0,4,0,0,0,0,0,3,21,4.2,0
5,0,4,0,3,3,0,1,0,0,1,3,21,5.25,0
6,1,5.1,0,2,2,0,1,0,1,2,4,21,4.117647059,0
7,0,6,1,2,1,1,0,0,0,0,3,21,3.5,0.166666667
7,0,6,1,0,-1,1,0,0,0,0,3,21,3.5,0.166666667
7,0,6,1,1,0,1,0,0,0,0,3,21,3.5,0.166666667
6,1,5.1,2,0,2,0,1,0,1,2,3,21,4.117647059,0
6,2,5.2,0,2,2,0,1,1,0,2,3,21,4.038461538,0
6,2,5.2,1,2,1,1,0,0,0,0,3,21,4.038461538,0.192307692
6,0,5,4,1,3,1,0,0,0,0,3,21,4.2,0.2
6,0,5,3,1,2,1,0,0,0,0,3,21,4.2,0.2
6,0,5,1,2,1,1,0,0,0,0,3,21,4.2,0.2
6,0,5,1,1,0,1,0,0,0,0,3,21,4.2,0.2
6,0,5,1,2,1,1,0,0,0,0,3,21,4.2,0.2
6,0,5,2,1,1,1,0,0,0,0,3,21,4.2,0.2
6,0,5,1,1,0,1,0,0,0,0,3,21,4.2,0.2
6,0,5,1,0,-1,1,0,0,0,0,3,21,4.2,0.2
6,0,5,1,0,-1,1,0,0,0,0,3,21,4.2,0.2
6,0,5,1,3,2,1,0,0,0,0,3,21,4.2,0.2
6,0,5,1,3,2,1,0,0,0,0,3,21,4.2,0.2
6,0,5,1,1,0,1,0,0,0,0,3,21,4.2,0.2
6,0,5,1,5,4,1,0,0,0,0,3,21,4.2,0.2
6,1,5.1,1,1,0,1,1,0,0,1,4,21,4.117647059,0.196078431
6,2,5.2,1,3,2,1,0,1,0,1,3,21,4.038461538,0.192307692
6,2,5.2,1,1,0,1,1,0,0,1,3,21,4.038461538,0.192307692
6,2,5.2,1,1,0,1,1,0,0,1,3,21,4.038461538,0.192307692
6,1,5.1,1,3,2,1,1,0,0,1,3,21,4.117647059,0.196078431
6,0,5,1,3,2,1,1,0,0,1,3,21,4.2,0.2
6,2,5.2,1,0,-1,1,1,0,1,2,4,21,4.038461538,0.192307692
6,1,5.1,1,1,0,1,1,1,0,2,3,21,4.117647059,0.196078431
6,1,5.1,2,4,2,2,0,0,0,0,3,21,4.117647059,0.392156863
6,0,5,2,0,-2,2,0,0,0,0,3,21,4.2,0.4
6,0,5,3,2,1,2,0,0,0,0,3,21,4.2,0.4
6,0,5,2,3,1,2,0,0,0,0,3,21,4.2,0.4
6,0,5,4,2,2,2,0,0,0,0,3,21,4.2,0.4
6,0,5,2,2,0,2,0,0,0,0,3,21,4.2,0.4
6,0,5,2,2,0,2,0,0,0,0,3,21,4.2,0.4
5,2,4.2,2,1,1,1,1,1,0,2,3,21,5,0.238095238
5,1,4.1,5,1,4,1,1,1,0,2,3,21,5.12195122,0.243902439
6,1,5.1,2,3,1,2,1,0,0,1,3,21,4.117647059,0.392156863
6,0,5,3,2,1,2,1,0,0,1,3,21,4.2,0.4
5,2,4.2,1,2,1,1,1,1,1,3,3,21,5,0.238095238
6,1,5.1,2,2,0,2,1,1,0,2,3,21,4.117647059,0.392156863
6,2,5.2,3,3,0,3,0,0,0,0,3,21,4.038461538,0.576923077
6,0,5,2,0,-2,2,1,0,1,2,3,21,4.2,0.4
6,1,5.1,3,4,1,3,0,0,0,0,3,21,4.117647059,0.588235294
6,0,5,3,0,-3,3,0,0,0,0,3,21,4.2,0.6
6,0,5,4,3,1,3,0,0,0,0,3,21,4.2,0.6
6,0,5,3,5,2,3,0,0,0,0,3,21,4.2,0.6
6,0,5,3,4,1,3,0,0,0,0,3,21,4.2,0.6
6,0,5,3,0,-3,3,0,0,0,0,3,21,4.2,0.6
6,0,5,3,0,-3,3,0,0,0,0,3,21,4.2,0.6
